Timestamp,Points,SM,Red,Nir,Lst,NDVI,TVDI 1,TVDI 2,TVDI 3
9/27/2022 13:40,1,0.068,105.218,130.629,22.5363,0.107744,0.144059,0.255403,0.221257
9/27/2022 13:41,2,0.092,110.249,141.144,22.5634,0.122895,0.173384,0.271032,0.229172
9/27/2022 13:41,3,0.05,146.529,187.195,24.5613,0.121854,0.954628,0.960026,0.81312
9/27/2022 13:41,4,0.04,126.888,165.832,25.0412,0.13304,1.16444,1.14638,0.953394
9/27/2022 13:42,5,0.03,130.598,171.062,23.8928,0.134137,0.712848,0.744112,0.617726
9/27/2022 13:42,6,0.051,145.216,187.673,24.148,0.127541,0.802401,0.824996,0.692326
9/27/2022 13:42,7,0.087,124.818,159.669,22.6133,0.122505,0.192426,0.288079,0.243739
9/27/2022 13:43,8,0.125,104.411,129.457,22.4367,0.107096,0.104637,0.221555,0.192132
9/27/2022 13:43,9,0.203,100.06,127.058,22.2527,0.118873,0.0468923,0.162562,0.13835
9/27/2022 13:44,10,0.173,104.223,134.73,22.3011,0.127667,0.0762328,0.181766,0.152504
9/27/2022 13:45,11,0.142,114.069,149.66,22.5022,0.134953,0.164454,0.254851,0.21128
9/27/2022 13:45,12,0.133,96.808,127.908,22.3758,0.138398,0.118723,0.2115,0.174343
9/27/2022 13:46,13,0.1,78.9302,106.57,22.6195,0.149001,0.229187,0.303259,0.245576
9/27/2022 13:46,14,0.107,102.777,138.142,22.682,0.146794,0.251175,0.324585,0.263827
9/27/2022 13:47,15,0.242,88.7918,112.63,22.0391,0.118348,-0.0371747,0.089131,0.0759199
9/27/2022 13:47,16,0.156,88.9823,110.584,22.228,0.108241,0.0250484,0.1515,0.131142
9/27/2022 15:26,1,0.108,113.772,143.709,21.0324,0.116266,0.370005,0.419819,0.352112
9/27/2022 15:26,2,0.126,117.316,152.674,20.9947,0.130959,0.157982,0.386019,0.343006
9/27/2022 15:27,3,0.084,144.168,185.253,23.2412,0.124719,1.02625,1.02121,0.885794
9/27/2022 15:27,4,0.075,125.235,164.721,23.5815,0.136179,1.10227,1.06812,0.968021
9/27/2022 15:28,5,0.073,129.51,170.37,22.8362,0.136256,0.803341,0.869179,0.787951
9/27/2022 15:29,6,0.082,146.181,186.866,22.8514,0.12216,0.907119,0.921856,0.791616
9/27/2022 15:29,7,0.109,130.509,168.486,21.1952,0.127015,0.290018,0.447277,0.391453
9/27/2022 15:30,8,0.125,112.99,144.14,20.8962,0.121146,0.266747,0.373238,0.319222
9/27/2022 15:30,9,0.195,102.721,130.02,20.7245,0.117295,0.260841,0.32976,0.277728
9/27/2022 15:30,10,0.198,104.139,133.927,20.7638,0.125122,0.166094,0.330604,0.287218
9/27/2022 15:31,11,0.157,127.876,165.432,20.985,0.128042,0.200166,0.387712,0.340673
9/27/2022 15:31,12,0.135,109.713,146.142,20.9225,0.142381,-0.0917667,0.351096,0.32558
9/27/2022 15:32,13,0.106,86.0326,112.678,20.8551,0.134091,0.0506571,0.343949,0.309278
9/27/2022 15:32,14,0.139,111.454,144.546,21.2249,0.129267,0.26886,0.451533,0.398629
9/27/2022 15:33,15,0.187,93.4907,119.728,20.1517,0.123054,-0.0105104,0.1617,0.139346
9/27/2022 15:33,16,0.143,94.8979,118.158,20.0917,0.109174,0.171368,0.15323,0.12483
10/12/2022 12:31,1,0.035,104.545,129.158,24.5974,0.105318,0.437721,0.529059,0.418625
10/12/2022 12:31,2,0.058,113.172,143.378,24.7977,0.117742,0.428215,0.557496,0.504006
10/12/2022 12:31,3,0.046,147.719,187.632,25.7215,0.119018,0.974437,0.980361,0.897654
10/12/2022 12:32,4,0.029,128.973,167.478,25.8594,0.129885,0.92137,0.942965,0.956434
10/12/2022 12:32,5,0.014,131.385,169.464,25.5683,0.126572,0.790815,0.84572,0.832368
10/12/2022 12:32,6,0.04,151.085,191.588,25.6588,0.118198,0.946872,0.958992,0.870948
10/12/2022 12:33,7,0.07,109.015,136.454,24.8869,0.111782,0.548446,0.637705,0.542013
10/12/2022 12:33,8,0.093,103.072,127.038,24.5052,0.104151,0.391221,0.485898,0.379326
10/12/2022 12:34,9,0.194,102.101,125.573,20.6757,0.103095,0.513709,0.58621,0.452016
10/12/2022 12:34,10,0.183,103.34,131.25,20.7654,0.118975,0.395717,0.535644,0.490245
10/12/2022 12:35,11,0.068,102.397,130.52,24.8017,0.120743,0.399333,0.542989,0.505681
10/12/2022 12:35,12,0.072,85.5895,108.961,24.7798,0.120132,0.392472,0.536192,0.496377
10/12/2022 12:36,13,0.065,67.6225,90.4263,24.6854,0.144283,0.115141,0.398362,0.456123
10/12/2022 12:36,14,0.065,90.1502,110.204,25.237,0.100093,0.918701,0.929262,0.691213
10/12/2022 12:37,15,0.195,89.8161,107.799,20.9012,0.0909983,0.817507,0.828846,0.54809
10/12/2022 12:37,16,0.213,77.2388,89.9434,20.7317,0.0759925,0.914557,0.906332,0.475865
10/12/2022 13:03,1,0.071,100.799,128.298,20.276,0.120033,0.363579,0.485993,0.411136
10/12/2022 13:03,2,0.068,111.75,143.328,19.8837,0.123798,0.288756,0.391669,0.34186
10/12/2022 13:04,3,0.058,146.191,187.15,23.452,0.122874,1.14472,1.12212,0.972025
10/12/2022 13:04,4,0.049,126.786,167.375,23.3177,0.137981,0.973887,0.973593,0.948307
10/12/2022 13:04,5,0.053,129.268,169.987,22.7826,0.136068,0.70281,0.705148,0.677208
10/12/2022 13:05,6,0.059,147.311,189.709,22.8004,0.125803,0.961309,0.965971,0.85695
10/12/2022 13:05,7,0.072,115.759,148.167,19.7842,0.122791,0.258015,0.374616,0.324285
10/12/2022 13:06,8,0.102,91.7488,116.749,20.2739,0.119908,0.36238,0.486066,0.410764
10/12/2022 13:06,9,0.22,106.992,131.616,20.4741,0.103199,0.301072,0.614622,0.446127
10/12/2022 13:07,10,0.193,109.284,139.019,19.8066,0.119754,0.239941,0.388914,0.328235
10/12/2022 13:07,11,0.097,110.703,143.792,18.8689,0.13002,0.113452,0.177318,0.162641
10/12/2022 13:08,12,0.109,86.8413,114.111,18.3509,0.135702,0.0634581,0.0743107,0.0711721
10/12/2022 13:08,13,0.099,63.2309,86.5053,19.2014,0.155436,0.313855,0.20151,0.221373
10/12/2022 13:08,14,0.129,87.0974,113.933,19.9558,0.133492,0.354152,0.376418,0.354586
10/12/2022 13:09,15,0.188,88.4518,111.54,17.9812,0.115447,0.319514,0.492807,0.400774
10/12/2022 13:10,16,0.215,70.343,91.9157,17.5188,0.132952,0.423416,0.446587,0.418965
10/12/2022 15:13,1,0.079,107.636,137.475,20.2173,0.121739,0.344791,0.406687,0.344749
10/12/2022 15:13,2,0.085,105.067,134.377,20.3203,0.122411,0.248927,0.315772,0.268562
10/12/2022 15:14,3,0.068,146.809,186.819,21.5667,0.119923,1.12749,1.11354,0.935553
10/12/2022 15:14,4,0.062,126.786,164.717,21.4208,0.130121,1.03382,1.03285,0.9115
10/12/2022 15:14,5,0.056,127.887,167.366,21.8269,0.133713,0.722438,0.723031,0.648871
10/12/2022 15:14,6,0.071,146.529,187.777,20.859,0.123384,0.954655,0.958334,0.818929
10/12/2022 15:15,7,0.097,120.944,154.129,17.4553,0.120638,0.226017,0.306125,0.258103
10/12/2022 15:16,8,0.11,100.986,130.613,18.1094,0.127921,0.391229,0.418921,0.365875
10/12/2022 15:16,9,0.219,99.765,123.185,17.7475,0.105044,0.198881,0.393453,0.306252
10/12/2022 15:17,10,0.231,102.281,129.935,17.0954,0.119088,0.137166,0.23759,0.19879
10/12/2022 15:18,11,0.083,110.631,141.745,16.6124,0.123283,0.0627665,0.13958,0.119217
10/12/2022 15:18,12,0.1,86.2827,112.111,16.2434,0.130188,0.0390243,0.0661617,0.058407
10/12/2022 15:19,13,0.104,64.5914,86.9898,16.9157,0.147765,0.247695,0.177015,0.169188
10/12/2022 15:19,14,0.11,84.4356,107.444,17.4717,0.119911,0.225632,0.310442,0.260806
10/12/2022 15:20,15,0.191,89.8619,110.291,17.185,0.102067,0.0091175,0.278804,0.213565
10/12/2022 15:20,16,0.195,70.1355,88.8106,17.7881,0.117493,0.284018,0.376995,0.312932
10/13/2022 12:18,1,0.052,104.779,135.962,20.613,0.129529,0.541651,0.596152,0.383819
10/13/2022 12:18,2,0.049,115.059,149.877,21.2063,0.131419,0.682274,0.722842,0.465624
10/13/2022 12:19,3,0.036,146.237,187.993,24.2665,0.124931,1.42143,1.38034,0.887592
10/13/2022 12:19,4,0.024,127.881,171.012,24.571,0.144303,1.53904,1.43809,0.929589
10/13/2022 12:19,5,0.027,131.197,175.327,23.9456,0.143968,0.85034,0.878134,0.567577
10/13/2022 12:20,6,0.042,150.554,193.72,23.0456,0.125385,1.1315,1.1184,0.719247
10/13/2022 12:20,7,0.056,116.926,153.533,20.7995,0.135349,0.572754,0.63509,0.409533
10/13/2022 12:21,8,0.093,103.088,132.189,20.2288,0.123689,0.465668,0.514685,0.330845
10/13/2022 12:21,9,0.291,102.449,129.773,18.2735,0.11766,0.033973,0.0954103,0.0612305
10/13/2022 12:22,10,0.183,105.835,140.471,18.3013,0.140621,-0.0837917,0.100756,0.0650641
10/13/2022 12:22,11,0.074,103.728,140.973,19.2853,0.152204,0.111169,0.309907,0.200752
10/13/2022 12:23,12,0.085,87.0398,123.994,19.1671,0.17511,-0.0670831,0.282987,0.184443
10/13/2022 12:23,13,0.083,78.7291,109.319,19.3251,0.162668,0.0631328,0.317473,0.206232
10/13/2022 12:24,14,0.095,86.4519,118.902,19.6899,0.158021,0.193615,0.395408,0.256539
10/13/2022 12:24,15,0.18,89.5649,113.348,18.03,0.117209,-0.0195905,0.0430995,0.0276561
10/13/2022 12:25,16,0.192,79.8931,100.854,18.1403,0.115969,0.0117928,0.0668244,0.0428655
10/13/2022 14:43,1,0.06,120.722,158.258,19.3676,0.134544,0.377158,0.451404,0.33258
10/13/2022 14:44,2,0.067,129.574,168.97,19.3851,0.131958,0.406947,0.472621,0.335607
10/13/2022 14:44,3,0.048,144.809,185.21,22.959,0.122419,1.60384,1.55968,0.954071
10/13/2022 14:45,4,0.042,126.31,166.716,23.0148,0.137895,1.28649,1.24944,0.963726
10/13/2022 14:46,5,0.053,130.465,172.893,22.9237,0.139859,0.722986,0.760331,0.60187
10/13/2022 14:46,6,0.057,146.295,190.252,22.2974,0.130612,1.23036,1.20593,0.839577
10/13/2022 14:46,7,0.076,127.897,171.012,19.1211,0.144243,0.234603,0.346464,0.289922
10/13/2022 14:47,8,0.079,111.04,137.927,19.0265,0.107991,0.596647,0.590945,0.27355
10/13/2022 14:47,9,0.203,105.598,130.019,18.5785,0.103647,0.495387,0.468854,0.196027
10/13/2022 14:48,10,0.156,105.929,137.903,18.1031,0.131132,0.0608239,0.162158,0.113766
10/13/2022 14:49,11,0.061,110.028,143.162,18.0835,0.130867,0.0570833,0.157949,0.110381
10/13/2022 14:49,12,0.101,85.0032,114.388,17.9719,0.147373,-0.057588,0.10477,0.0910535
10/13/2022 14:50,13,0.087,71.5728,93.7511,17.9148,0.13415,-0.00811302,0.110799,0.0811827
10/13/2022 14:51,14,0.073,90.5205,121.091,17.9989,0.144464,-0.0381917,0.114096,0.095735
10/13/2022 14:51,15,0.162,86.3319,111.406,17.7354,0.126807,-0.0170827,0.0763113,0.0501336
10/13/2022 14:52,16,0.169,75.5045,96.4826,17.8318,0.121975,0.0419647,0.11006,0.0668207
10/13/2022 15:32,1,0.066,126.99,167.889,19.8348,0.138697,0.330639,0.401328,0.320708
10/13/2022 15:33,2,0.062,133.805,176.248,19.6749,0.136891,0.321202,0.383094,0.291669
10/13/2022 15:33,3,0.05,144.148,187.725,23.3934,0.131307,1.51886,1.50026,0.967011
10/13/2022 15:34,4,0.044,124.857,167.354,23.3445,0.145432,1.02271,1.01932,0.958143
10/13/2022 15:34,5,0.049,129.297,173.798,23.4998,0.146824,0.576667,0.64297,0.6231
10/13/2022 15:34,6,0.055,139.755,184.545,23.4806,0.138112,1.02028,1.01823,0.801228
10/13/2022 15:35,7,0.065,134.463,176.908,19.4792,0.136314,0.279686,0.341823,0.256124
10/13/2022 15:35,8,0.085,121.791,159.353,19.5729,0.133605,0.355091,0.394354,0.273136
10/13/2022 15:35,9,0.237,99.3952,129.125,19.0783,0.130099,0.280792,0.296001,0.183311
10/13/2022 15:37,10,0.164,102.668,134.641,18.55,0.134731,0.0539562,0.121996,0.0873706
10/13/2022 15:37,11,0.071,120.402,157.061,18.5167,0.132123,0.0814183,0.1229,0.0813131
10/13/2022 15:38,12,0.096,95.0893,128.122,18.5376,0.147988,-0.0917374,0.0856714,0.08511
10/13/2022 15:38,13,0.094,78.1046,101.074,18.5946,0.128192,0.168677,0.164777,0.0954718
10/13/2022 15:38,14,0.081,95.2684,127.59,18.6852,0.145031,-0.0314646,0.120127,0.111909
10/13/2022 15:39,15,0.162,85.6486,110.903,18.2098,0.128485,0.0441305,0.0436703,0.025571
10/13/2022 15:39,16,0.178,74.7088,95.6012,18.5378,0.122673,0.260757,0.183521,0.0851505
10/15/2022 12:51,1,0.064,105.772,136.095,20.0232,0.125368,0.397518,0.485307,0.33678
10/15/2022 12:51,2,0.082,111.107,144.71,20.7845,0.131356,0.608614,0.664366,0.441111
10/15/2022 12:52,3,0.047,147.486,189.643,24.1025,0.125047,1.33707,1.2879,0.89581
10/15/2022 12:52,4,0.034,130.999,173.77,24.2809,0.140339,1.56403,1.48678,0.920255
10/15/2022 12:52,5,0.031,128.955,172.838,24.1911,0.145406,1.07835,1.06789,0.633873
10/15/2022 12:53,6,0.03,146.421,189.998,24.5043,0.129533,1.00643,1.00551,0.676793
10/15/2022 12:53,7,0.052,116.105,150.063,19.9918,0.127581,0.400167,0.486867,0.332465
10/15/2022 12:53,8,0.071,114.556,146.497,19.548,0.122355,0.276606,0.383127,0.271654
10/15/2022 12:54,9,0.231,102.779,131.82,17.9731,0.12379,-0.0784862,0.0795407,0.0558261
10/15/2022 12:55,10,0.175,109.726,146.108,18.2785,0.142212,0.0283844,0.160239,0.0976776
10/15/2022 12:56,11,0.051,109.253,147.036,18.8098,0.147425,0.184533,0.292194,0.170483
10/15/2022 12:56,12,0.076,92.3543,126.975,18.6273,0.157848,0.171445,0.273833,0.145472
10/15/2022 12:56,13,0.064,71.3878,104.945,18.8166,0.190305,0.417224,0.464972,0.171415
10/15/2022 12:57,14,0.065,95.35,126.593,18.9727,0.140769,0.203778,0.312599,0.192812
10/15/2022 12:57,15,0.193,90.8977,116.789,17.9327,0.124666,-0.0866407,0.0720922,0.0502818
10/15/2022 12:57,16,0.246,78.8579,103.829,17.8694,0.136687,-0.0859515,0.0653012,0.0416133
10/15/2022 13:45,1,0.06,116.446,151.389,20.6287,0.130467,0.321807,0.443216,0.352814
10/15/2022 13:46,2,0.057,126.596,166.418,20.9341,0.135903,0.401755,0.514796,0.399357
10/15/2022 13:46,3,0.046,143.251,186.918,24.5642,0.132256,1.25269,1.20664,0.952473
10/15/2022 13:47,4,0.031,126.58,167.712,24.5001,0.139765,1.29638,1.23819,0.9427
10/15/2022 13:47,5,0.038,127.26,170.939,23.5553,0.146476,1.1073,1.08479,0.798751
10/15/2022 13:47,6,0.043,145.091,190.478,23.968,0.135253,1.13203,1.10724,0.861637
10/15/2022 13:48,7,0.067,126.145,166.557,21.0221,0.138063,0.427065,0.537669,0.412768
10/15/2022 13:48,8,0.097,122.09,157.343,20.4915,0.126159,0.28631,0.408706,0.33191
10/15/2022 13:49,9,0.253,97.7344,130.71,19.3622,0.144349,0.0117134,0.214773,0.159846
10/15/2022 13:49,10,0.159,113.973,149.689,19.4941,0.135461,0.0533705,0.231458,0.179936
10/15/2022 13:50,11,0.067,119.597,160.299,20.0471,0.145419,0.188355,0.356899,0.264199
10/15/2022 13:51,12,0.062,104.913,144.413,19.9744,0.158425,0.169694,0.365916,0.253123
10/15/2022 13:51,13,0.074,75.1066,100.934,19.3277,0.146714,-0.000185004,0.210195,0.154585
10/15/2022 13:51,14,0.072,97.8271,129.167,19.5749,0.138063,0.0711008,0.250424,0.19225
10/15/2022 13:52,15,0.143,84.0742,108.691,18.5344,0.127702,-0.16027,0.0417986,0.0337041
10/15/2022 13:53,16,0.152,77.2825,100.3,18.5213,0.129618,-0.167581,0.0396798,0.031712
10/15/2022 14:17,1,0.072,102.34,123.501,20.1176,0.0936967,0.903348,0.906915,0.281016
10/15/2022 14:18,2,0.08,119.103,152.666,20.1427,0.123496,0.176745,0.28548,0.284945
10/15/2022 14:18,3,0.052,149.523,188.138,24.1764,0.114362,1.18758,1.16495,0.916995
10/15/2022 14:19,4,0.04,129.579,168.009,24.1988,0.129136,0.786525,0.815776,0.920516
10/15/2022 14:19,5,0.04,130.229,169.26,22.2294,0.130325,0.454104,0.529397,0.611911
10/15/2022 14:19,6,0.044,149.048,188.736,22.915,0.117497,0.813521,0.836863,0.719351
10/15/2022 14:20,7,0.076,107.879,135.241,20.437,0.112546,0.370221,0.444245,0.331061
10/15/2022 14:20,8,0.082,111.567,136.582,20.0365,0.100804,0.525885,0.566045,0.268312
10/15/2022 14:20,9,0.316,110.688,135.062,19.3701,0.0991834,0.323296,0.375383,0.163886
10/15/2022 14:21,10,0.157,107.177,136.251,19.0561,0.119437,-0.000958246,0.126802,0.114676
10/15/2022 14:21,11,0.076,106.859,136.794,19.1143,0.122859,-0.00638596,0.125892,0.123803
10/15/2022 14:22,12,0.116,88.2649,112.697,18.991,0.121576,-0.0236075,0.109552,0.104489
10/15/2022 14:22,13,0.084,72.0244,90.407,19.0007,0.113171,0.0237251,0.139541,0.106004
10/15/2022 14:22,14,0.072,96.2036,115.338,19.244,0.0904506,0.61633,0.613591,0.144123
10/15/2022 14:23,15,0.15,84.4391,103.039,18.6011,0.0992098,0.023969,0.0992298,0.0433827
10/15/2022 14:23,16,0.324,79.447,95.3185,18.6401,0.090816,0.204062,0.203404,0.0494927
10/17/2022 10:51,1,0.065,104.66,132.88,19.9256,0.1188,0.472759,0.53512,0.318245
10/17/2022 10:51,2,0.088,105.102,131.279,20.8281,0.110743,0.837997,0.835749,0.443229
10/17/2022 10:52,3,0.031,147.176,186.95,24.0846,0.119039,1.56796,1.4988,0.894224
10/17/2022 10:52,4,0.026,129.136,168.95,24.4871,0.133563,1.47461,1.33296,0.949967
10/17/2022 10:52,5,0.02,129.278,169.978,22.0399,0.136005,0.75575,0.83456,0.611054
10/17/2022 10:52,6,0.028,145.433,185.334,22.6328,0.120634,1.16073,1.13751,0.693162
10/17/2022 10:53,7,0.056,119.758,155.637,20.4881,0.130284,0.425518,0.577058,0.396137
10/17/2022 10:53,8,0.063,116.414,147.401,19.7074,0.117456,0.437975,0.493199,0.288018
10/17/2022 10:54,9,0.276,105.887,131,17.9323,0.106014,0.174423,0.0856618,0.042193
10/17/2022 10:54,10,0.247,110.764,141.42,18.128,0.121563,-0.0532761,0.112345,0.0692939
10/17/2022 10:55,11,0.146,109.382,142.22,19.4727,0.130516,0.142957,0.371212,0.255517
10/17/2022 10:55,12,0.13,85.6164,113.59,19.3173,0.140426,-0.0918733,0.304876,0.233998
10/17/2022 10:56,13,0.154,63.8554,86.2929,19.3615,0.149435,-0.265208,0.286032,0.240124
10/17/2022 10:56,14,0.146,83.5109,106.816,19.6405,0.122446,0.334257,0.446845,0.278765
10/17/2022 10:57,15,0.201,82.8674,105.733,18.3636,0.121237,0.0155216,0.165943,0.101921
10/17/2022 10:57,16,0.355,81.1741,99.7199,18.371,0.102523,0.34386,0.221544,0.102943
10/17/2022 13:02,1,0.092,122.447,161.048,20.2788,0.136162,0.278066,0.460699,0.402544
10/17/2022 13:02,2,0.096,124.777,164.24,20.5814,0.136544,0.348644,0.51308,0.447221
10/17/2022 13:03,3,0.067,142.676,186.573,24.0535,0.133324,1.10614,1.07888,0.959757
10/17/2022 13:04,4,0.067,125.538,168.356,24.0524,0.145694,1.22253,1.16933,0.959599
10/17/2022 13:04,5,0.065,126.657,170.934,23.1885,0.148787,1.04659,1.03568,0.832064
10/17/2022 13:04,6,0.075,144.451,189.6,23.6831,0.135156,1.03922,1.02924,0.905087
10/17/2022 13:05,7,0.092,133.6,176.512,20.6289,0.138374,0.369798,0.527288,0.454224
10/17/2022 13:05,8,0.093,132.353,175.292,20.3194,0.139573,0.305612,0.47796,0.408537
10/17/2022 13:05,9,0.238,101.102,132.042,19.031,0.132707,-0.0176442,0.244506,0.218349
10/17/2022 13:06,10,0.169,92.5764,126.637,19.1735,0.155375,0.11484,0.312226,0.239377
10/17/2022 13:06,11,0.11,119.126,163.959,20.0047,0.158376,0.339022,0.482811,0.362086
10/17/2022 13:07,12,0.093,97.056,135.129,19.7134,0.163979,0.299088,0.443948,0.319077
10/17/2022 13:07,13,0.105,68.1102,99.1373,18.8395,0.185516,0.192912,0.317488,0.190075
10/17/2022 13:07,14,0.104,87.9401,122.025,19.3824,0.162338,0.204164,0.371252,0.270223
10/17/2022 13:08,15,0.197,79.1513,107.218,17.9435,0.150598,-0.205949,0.0728735,0.0578109
10/17/2022 13:08,16,0.19,76.8427,103.385,17.8625,0.147269,-0.235966,0.0564756,0.0458504
10/17/2022 14:26,1,0.068,120.919,164.123,20.3218,0.15157,0.310751,0.489616,0.426123
10/17/2022 14:26,2,0.083,130.996,174.815,20.4589,0.143287,0.267168,0.483664,0.44803
10/17/2022 14:27,3,0.068,139.116,184.645,23.7071,0.140626,1.03509,1.02435,0.967303
10/17/2022 14:27,4,0.059,122.859,168.81,23.6988,0.157548,1.21308,1.16395,0.96597
10/17/2022 14:27,5,0.059,125.138,172.54,22.3626,0.159238,0.896184,0.919218,0.75236
10/17/2022 14:28,6,0.069,141.067,189.755,23.1747,0.147174,0.972471,0.980155,0.882184
10/17/2022 14:28,7,0.072,133.994,178.601,20.4004,0.142698,0.247408,0.47154,0.438675
10/17/2022 14:28,8,0.087,130.558,176.479,20.3504,0.149563,0.298956,0.487275,0.430697
10/17/2022 14:29,9,0.193,100.746,137.396,19.1353,0.153899,0.0374158,0.276676,0.23644
10/17/2022 14:29,10,0.175,90.4929,127.473,18.8729,0.169661,0.116578,0.260012,0.194492
10/17/2022 14:30,11,0.084,125.609,173.695,19.4929,0.16066,0.189173,0.362988,0.293609
10/17/2022 14:30,12,0.101,104.736,148.09,19.3087,0.171478,0.245199,0.35904,0.264157
10/17/2022 14:30,13,0.084,75.4084,111.527,18.842,0.193214,0.338208,0.321936,0.189549
10/17/2022 14:31,14,0.105,95.5931,136.754,19.2957,0.177152,0.296962,0.375817,0.262083
10/17/2022 14:32,15,0.15,76.1128,107.268,18.0655,0.169894,-0.0873219,0.087635,0.0654143
10/17/2022 14:32,16,0.197,73.7115,104.701,18.0746,0.173695,-0.0502637,0.0927876,0.0668757
10/19/2022 12:43,1,0.057,99.7733,125.483,20.4733,0.114135,0.361351,0.422049,0.319123
10/19/2022 12:44,2,0.053,119.293,152.411,21.1933,0.12189,0.567333,0.606436,0.43405
10/19/2022 12:44,3,0.035,144.953,186.497,24.3205,0.12534,1.37002,1.33741,0.933213
10/19/2022 12:44,4,0.026,130.158,171.618,24.1894,0.137386,1.47416,1.43657,0.912282
10/19/2022 12:44,5,0.014,131.42,175.226,24.7683,0.142855,0.856146,0.866886,0.525822
10/19/2022 12:45,6,0.038,148.362,191.61,23.7724,0.127211,0.99693,0.997197,0.686106
10/19/2022 12:45,7,0.07,113.164,149.492,20.4988,0.13831,0.47128,0.512801,0.323184
10/19/2022 12:46,8,0.058,102.538,130.861,20.0698,0.121352,0.290069,0.354472,0.254703
10/19/2022 12:46,9,0.406,105.537,134.342,18.78,0.120082,-0.0265975,0.0673474,0.0488375
10/19/2022 12:46,10,0.292,106.638,139.137,18.7143,0.13223,-0.0276541,0.0579221,0.0383383
10/19/2022 12:47,11,0.07,91.7804,123.256,19.5419,0.146373,0.235098,0.289751,0.170444
10/19/2022 12:47,12,0.104,87.2215,117.836,19.721,0.149299,0.299253,0.347342,0.199029
10/19/2022 12:48,13,0.084,66.1688,96.0808,19.6235,0.184358,0.460409,0.469918,0.18347
10/19/2022 12:48,14,0.115,82.7072,113.66,19.8909,0.157628,0.390633,0.427008,0.226156
10/19/2022 12:49,15,0.244,78.6086,105.019,19.1717,0.143825,0.120187,0.185113,0.111348
10/19/2022 12:49,16,0.348,79.8149,102.157,18.7561,0.12278,-0.0291143,0.0633085,0.0450192
10/19/2022 14:56,1,0.053,113.262,150.829,18.9945,0.14225,0.153345,0.286349,0.250202
10/19/2022 14:56,2,0.07,131.421,174.686,19.6161,0.14134,0.310118,0.419024,0.368363
10/19/2022 14:57,3,0.034,143.063,188.149,23.7734,0.136123,1.07728,1.06475,0.968545
10/19/2022 14:57,4,0.027,127.206,173.036,23.7017,0.152643,1.20493,1.17468,0.954915
10/19/2022 14:58,5,0.025,130.314,177.585,23.5849,0.153528,0.905528,0.919391,0.742622
10/19/2022 14:58,6,0.038,145.714,193.114,23.1755,0.139895,0.956222,0.963186,0.854882
10/19/2022 14:58,7,0.071,116.351,158.506,19.2432,0.153371,0.259005,0.367859,0.297469
10/19/2022 14:58,8,0.088,113.347,153.331,18.9606,0.149933,0.169328,0.294116,0.243758
10/19/2022 14:59,9,0.257,105.581,139.664,18.4317,0.138977,0.000692819,0.160393,0.14322
10/19/2022 15:00,10,0.192,93.1752,131.788,18.5011,0.17164,0.11083,0.222916,0.156416
10/19/2022 15:00,11,0.11,106.881,151.707,18.7669,0.173346,0.200162,0.299167,0.20693
10/19/2022 15:01,12,0.082,95.5242,141.065,18.5008,0.192489,0.195007,0.269764,0.156357
10/19/2022 15:01,13,0.084,73.019,113.68,18.1275,0.217787,0.175342,0.197913,0.0853946
10/19/2022 15:02,14,0.099,85.993,125.266,18.6747,0.185901,0.225221,0.306395,0.189408
10/19/2022 15:02,15,0.173,74.0909,103.608,17.8548,0.166108,-0.100709,0.0456972,0.033545
10/19/2022 15:02,16,0.284,71.0977,97.4373,17.7254,0.156286,-0.154951,0.0113105,0.00895318
10/19/2022 16:18,1,0.062,117.743,154.638,20.0984,0.135452,0.124623,0.296602,0.260237
10/19/2022 16:18,2,0.065,135.099,176.258,20.9576,0.132193,0.3043,0.448649,0.414045
10/19/2022 16:19,3,0.038,141.728,184.077,23.7257,0.129984,0.941037,0.953676,0.909511
10/19/2022 16:19,4,0.026,125.883,167.956,23.8648,0.143183,1.25662,1.21425,0.934421
10/19/2022 16:19,5,0.032,128.939,172.762,22.8236,0.145252,1.01177,1.00994,0.748055
10/19/2022 16:19,6,0.048,145.294,188.947,23.0938,0.130606,0.800325,0.84275,0.796406
10/19/2022 16:20,7,0.059,138.953,180.021,20.2239,0.128751,0.0935743,0.291182,0.282703
10/19/2022 16:20,8,0.068,122.837,162.424,20.1478,0.138773,0.17131,0.32378,0.269084
10/19/2022 16:20,9,0.198,103.811,135.371,19.7957,0.13195,0.0179259,0.22246,0.206056
10/19/2022 16:21,10,0.188,97.4517,134.599,19.4054,0.160084,0.213968,0.255169,0.136204
10/19/2022 16:22,11,0.089,119.788,160.937,19.6139,0.146582,0.107972,0.240304,0.173531
10/19/2022 16:22,12,0.076,104.643,145.322,19.7475,0.162741,0.382044,0.397474,0.197432
10/19/2022 16:22,13,0.081,76.8258,104.962,19.4552,0.154774,0.156742,0.238738,0.145118
10/19/2022 16:23,14,0.083,86.624,117.605,19.8472,0.151699,0.240849,0.33083,0.215287
10/19/2022 16:23,15,0.169,68.3061,97.7305,18.833,0.177217,0.289206,0.114475,0.0337434
10/19/2022 16:23,16,0.236,65.9316,88.7773,19.1563,0.147668,-0.0150768,0.129596,0.0916215
10/21/2022 7:30,1,0.054,89.066,112.215,20.7838,0.115008,0.536488,0.56171,0.37531
10/21/2022 7:31,2,0.06,117.183,149.687,21.9078,0.121799,0.774782,0.811259,0.535643
